Product Name,Sales_2022,Sales_2023
alarm battery,235705.6,251885.93
leaf bag holder,142165.9,156378.83
235 80 16 trailer tires 14 ply,1113233.1,1114000.80
denture repair kit,173685.4,156724.32
white gaming desk,308410,323797.63
purple outfits for women,75848.8,29620.54
nerf gun toddler,175196.6,187034.39
silver bathroom trash can,394385,380852.20
hair scarf for black women,114343.7,83582.50
canned peas,358876.4,319997.40
camera desk mount,422808.1,409636.21
currants,255738.2,270774.62
hand scrub,98483.7,67101.03
80s earrings,217612.8,202152.38
cardstock 12x12,280698.2,271921.04
reef tank,2842175.8,2822875.91
botox for hair,77440.5,16020.27
small tennis balls for dogs,449672.8,444791.90
banana costume,320223.6,355818.79
baby mask,151934,169954.56
center channel speakers,1343450.5,1357789.90
father son matching shirts,209846.8,194066.20
keto collagen powder,984647.4,994918.44
outdoor cushion slipcovers,485716.1,482799.72
bike seat cover,861659.6,868308.17
black wrapping paper,521786.9,539071.84
patagonia hat,150765.3,203836.10
level 2 ev charger,5581270,5555385.33
guitar case,1934855.4,1959453.30
brain teaser puzzles,973609.4,988748.32
water purification,3090901.5,3094345.24
benadryl,3204641.5,2966398.41
hand warmers gloves,14668017,14078668.31
wall velcro,13403322,12750484.75
gaming mouse,15991541,16000944.68
fr bibs,72740.6,70322.14
alpha lipoic acid 200mg capsules,185885.8,201918.50
sanitizer test strips food service,105059.2,120194.50
engine support bar,113294.2,136610.38
spa panel,133096,159812.95
model paint brushes,99016.7,109624.27
insulin syringes 29g 1cc 1/2 inch,92242.4,112270.68
calypso phone case,93011.5,89922.25
wifi bluetooth adapter,75779,92389.21
yellow cardstock,120188.1,131987.79
8-3 wire with ground,143098.1,165491.78
vesa laptop tray,118467.2,135442.96
peter pan collar shirt girls,131122.1,109270.21
hi vis rain jacket,159360.6,166461.97
tiered cake box,89480.5,63126.17
dinosaur figurines,88434.8,92385.61
natural gas hose,205963.7,213705.20
3 pack leggings for women,139901.4,127543.42
relora,417909.7,424861.77
pete the cat costume,67002.6,80583.71
long paint roller,140199.8,167281.45
cnc router bits,317137.6,331856.32
cascara sagrada,252755.8,262219.06
kids loofah,103470.5,96133.12
name earrings personalized,88881.5,82538.20
sugar free pasta sauce,328265.8,309234.76
movie theater popcorn,252931.4,251859.06
led flasher relay,113721.2,125514.17
650w power supply,490125.4,505682.37
oil and vinegar dressing,177886.8,180904.04
malt o meal cereal bags,338483.2,295359.01
book cart,195996,217640.97
retractable tape measure,202125.5,216148.78
garage door sensor,294264.8,322653.51
lighters long for grill,257984.8,257842.46
qr code scanner,228774.6,258890.12
stepping stone kit,319183.6,325484.45
newborn puppy supplies,557307.3,558863.92
camisetas deportivas de mujer,223686.1,237753.36
14x24x1 air filter,1487654.5,1464673.55
kodak photo printer paper,1207636.8,1193031.46
cow costume,307171.7,331972.70
stroller cup holder,366424.2,378103.44
sweet 16 gifts for girls,655951.2,626904.39
hormone balance for women,351041,382804.47
marine collagen,1223261.8,1219135.38
spinbrush,870582.1,841789.72
5 inch mattress,4869993,4832574.67
water weights,1274000.2,1258619.91
musical toys for toddlers 1-3,959614.6,950614.06
siser easyweed heat transfer vinyl,2000812.8,1953885.34
golf umbrella,2205119.2,2143309.96
farmhouse lamp,1559754.8,1558515.60
left right center dice game prime,2312827.5,2185976.33
baby food maker,3486541.2,3590886.47
dog dna test,13290756,13169392.86
16gb ddr3 sodimm,92503.7,115293.35
aspirin packets,49935.7,71304.45
obermeyer womens ski jacket,229589,233781.55
2004 dodge ram 1500 tail lights,161465.3,152916.68
stout,46821.6,42719.28
square recessed lighting,171575.1,158409.64
post jym,296159.1,312082.66
sata power splitter,119054.7,134974.73
climate pledge friendly products,69747.4,90698.53
std testing kit for men,161600.8,190771.70
turron,168518.8,180767.10
oil lamp globe replacement,166759.5,159910.60
buckle dog collar,115767.7,107041.67
grey velvet hangers,516321.7,519206.12
18 inch stool,249870.3,243108.34
grow tent ventilation system,461511.8,479346.21
3157 bulb,148400.1,160612.18
marine wire 16 gauge,385344.1,401141.04
contact lens cleaner,167832.6,158709.75
frosted glass spray paint,170904.9,193104.76
ball chain,94918,114262.88
tiny beads,107513.9,96023.00
popitsfidgets for boys,219664.1,240431.91
shrink plastic,182654.5,195068.42
usb c laptop charger,521998.4,534480.15
usb strip,243125.5,248297.38
500w power supply,638294.5,654582.97
dog soccer ball,302226.6,303126.09
superfood tabs,234716.5,226771.33
dab pens for wax and oil,133669.9,118255.65
deer sled,508340.5,540009.31
statue,221460.6,149169.33
eukanuba dog food small breed,1114679.1,1116329.57
mtb,829535.1,830212.48
pediatric pulse oximeter,2093384.4,2094569.26
bike chain lube,814475.8,783076.34
oil paint,1091882.5,1116783.53
iodine,832622.2,856941.83
utility sink,2734314,2771036.46
nurse bag,889897.1,886224.31
iphone se screen protector,2901729.5,2619230.34
care package,3228425,3275006.11
twin comforter set,3182333.5,3124593.19
dining chairs,10554127,10636545.75
pasta,4810646,4128958.92
neck pillow,16738830,16493163.11
pillows,34746156,35285002.66
cold laminator,93899.2,112562.78
long pin slicker brush for dogs,96289.6,115314.05
7/16 wrench,72698.6,87888.32
womens ski,45509.3,-157.51
42 inch light bar,218895.9,233511.89
drain gun,150150,172550.01
27x9x12 utv tires,290047.1,275044.73
mustang floor mats,105796.8,131216.49
dried lavender bundle,74942.5,74676.31
alcohol free vanilla extract,122690.7,138564.00
clear license plate cover,91013.2,107536.87
catfish food,114520.6,107066.36
hand ice pack,130350.9,132066.21
coffee liqueur,94995.4,124747.54
gray contact paper,95834.9,102964.93
bullet journal kit,107303.9,118352.03
witcher figure,113319.9,139103.39
arlo mount,231087.6,243196.51
frog toy,114811.7,113214.55
green light bulb,260530,265271.60
6 pin connector,117424.9,124371.55
weed molds silicone,114833.8,127860.26
african fabric,130134.6,116043.08
rose gold backdrop,208777.1,199930.12
outdoor tv mount,508337,520805.46
crown cake topper,159334.2,133445.74
tampico,446540.5,439742.70
toilet wax ring,378838.7,388928.68
thermos water jug,558686.7,558041.90
strawberry plants,295105.9,318866.09
visor organizer,326592.9,314853.10
cerebra brain supplement by brain science,833894.7,861208.98
plantar fasciitis insoles for women,713338.2,713161.97
shirt printing,344380.6,382708.94
large stock pot,1013546.6,1011538.89
stretch waist pants,1876941.8,1761668.51
drywall sander,3267207.2,3253541.47
soundbar mount,1056901.1,1064606.67
4k blu ray player,1848008.4,1909548.48
pcos supplements for women,2870257.8,2861459.99
wood filler,1060368.2,1021458.06
ramadan decorations,1110906.8,1080434.10
silk scrunchies,358777.5,408769.16
lions mane,3417024.2,3357254.11
knee sleeves,3010486,2939486.07
hair growth,871973.7,994718.51
lr44 batteries,3014639,2703285.28
car air fresheners,3825271.2,4024710.51
quicksilver glutathione,94761.4,122304.76
10 pound plates,75785,73130.14
rocker board,63352.4,84022.84
chrome door handles,131704.3,149678.88
eq pedal,78572.7,94121.74
screw jack,85457.7,90388.00
yoga mats bulk,276867.6,299033.59
multicam pants,69282.1,53933.22
mini dehumidifiers,148702.6,175069.33
lime sulfur dip,204413.6,222769.11
couch feet replacement,89752.2,88146.03
burton step on bindings,229847.7,256545.07
root rot treatment,202457,229822.77
joyoung,236435.1,259321.09
sectional connectors,131503.3,146145.33
24x36 canvas,237543.3,259245.08
single row led light bar,110897.3,132265.92
led light clips,106152.3,114889.07
bath salts gift set,112088.5,72821.26
black shower curtain set,102978.2,81498.41
apple watch band green,195210.3,197426.17
father to daughter gifts,322798.4,323352.77
waxed thread,121874.3,110078.39
covid air purifier,1091651.1,1086465.29
mexican dress for girls,74821.1,17319.74
leopard backpack,153955,135193.74
salad bowl with lid,185379,198678.33
bluetooth light bulb,175758.2,205063.81
tire straps for a car trailer,769431.2,754968.18
pineapple cups,473725.3,444685.76
olympic decorations,379942.9,364571.52
dog bathrobe,230479.9,212143.84
office shoes,120586,62517.81
white round tablecloth,1159790.2,1143131.23
yard stick,244067.6,270449.12
zinc for men,260443.2,272246.06
bungee chair,461815.5,490852.57
kids chess,839357.1,866412.98
mouse pad xl,399274.8,411204.16
semolina flour,629520.3,639773.04
artichoke,496660.1,402547.84
work shirts,997537.5,955999.05
toy story birthday party supplies,680676.5,664303.70
leather dog collar,725882.1,693424.08
acupressure,2179487,2165024.75
dreadlock accessories,355471.6,420574.56
hand towels for bathroom,2471678,2413282.39
ear cuff,1138371,1173958.29
chalkboard,2736904.2,2812340.74
painters tape,4326778.5,4055659.17
waterproof bag,3081432.8,2984161.78
paint brushes,5946843.5,5707064.88
canvases for painting,6530197,6660729.06
open top trash can,154796.5,171765.54
square area rugs 6x6,106829.2,110306.05
sfp cable,110497.8,127066.62
6.7 cummins oil filter,107988.5,125917.03
fur daddy pet hair remover,39826.3,67659.45
reader writer,244602.9,261914.89
how to train your dragon party supplies,87389.9,70875.68
cutco scissor,118921.2,148065.26
cat laxative,93167.2,110069.19
aplets and cotlets,98445.9,102608.05
pink tape measure,86947.6,108160.99
nerf goggles,108635.5,122403.48
erosion control blanket,165463.2,174586.36
2.2 beadlock wheels,103369.1,69904.15
clip on aquarium light,92896,93277.14
carplay screen,50081.3,10360.38
switch portable dock,75950.9,84562.77
dinosaur gift bag,125504.2,127286.44
shimano xt brake pad,134467.3,148156.49
bmw valve stem caps,136126.5,150340.52
kidney cat food,279755.4,300352.70
fuel line disconnect tool,151969.2,170589.51
mario stickers,71991.6,71676.13
12x20x1 air filter,478920,487379.20
hydrangea fertilizers,193257.1,211257.91
laptop stylus,145037,131932.32
honda pilot,285887.5,263558.96
cord wrap,99158,115912.11
rainbow plates,274259.6,258086.28
bachelorette games,108615.2,68049.51
ice skates men,246945.5,216231.64
zinc 30mg,315688.8,300602.73
fan controller,93302.4,114283.60
laser level tripod,427043.4,446662.60
guajillo chiles,244779.9,256804.66
potholder loom,460244.1,454078.61
plant watering spikes,339798.9,327719.86
red led lights,110404,139031.01
water proof speaker,575122,584263.93
mini bands,401300.9,412352.18
carpet hair removal tool,268670.7,287937.37
gaming posters,130410,154579.34
corset lingerie,184109.2,167219.59
wire cube storage,596576.8,612455.59
toddler goody bag gift,545775.6,553106.62
taser keychain,246983.2,260651.74
oil thermometer deep fry,600111.1,594070.10
clay for kids,867743.7,854216.05
roman chair,1528111,1554212.10
hangover cure,1261989.6,1255183.54
disposable razors,1192581.4,1131587.43
round backdrop stand,841801.9,873670.50
bowling ball bag,2249495.2,2222378.99
range hood,3787405,3798642.59
witchy room decor,595090.1,566002.99
reading glasses for men,1722197.2,1677901.26
e12 led bulb,2005317.9,1974457.82
spirulina,2673326.2,2646432.00
moisture meter,3482761.5,3395428.84
laundry detergent sheets,2392195.5,2362688.88
vegetable washer,6727775.5,6562029.79
toddler laundry detergent,4049266.2,3986675.85
nail glue,760923.1,1031492.46
neon sign,5105599,5570316.37
electric bike,25475328,25678251.80
arctis 7p+,78693.6,111336.22
225/55r18,129114.7,148122.16
8oz cups,43980.3,15409.73
cross waist flare leggings,17476.8,3711.30
camera sensor cleaning kit,91543.7,107411.40
tall womens jeans 34 inseam,65324.2,31418.41
variac,110815.6,124943.35
homasy humidifiers,91887.3,121005.21
rv door handle,176580.3,183295.21
white tissue paper bulk,190873.7,200670.68
hawaiian salt,85217.3,104243.41
van ladder rack,377050.5,390105.54
book tape,127355.3,149004.73
dog perch,60759.8,80232.39
mini desk calendar 2022,75945,102157.63
protein peanut butter,80118.4,98295.95
farmhouse island lighting,147872.2,28186.02
esthetician light,244795.2,248699.98
fake butterflies,53903.9,50199.45
tow behind spreader,685148.5,699539.57
welcome baby banner,52860.7,37213.37
aluminum welding rods,143002.7,162621.64
xbox one digital code,1691156.2,1658145.49
hoover y vacuum bags,342729.2,340513.32
electrostatic sprayer,748432.1,740765.93
indestructible shoes,186048.6,195418.60
dropbox,294530.4,308071.68
ghost pepper,148054.1,171065.77
mold release,231532.5,251411.68
pinewood derby car kit,558284.2,562194.30
mask with fan,258152.3,244963.67
22mm watch band quick release,144515.9,68069.67
sports gifts for boys,351745.7,337289.66
finger strengthener,306577.2,314798.37
shark navigator filters,353342.3,363404.38
hockey jersey,161709.1,132275.97
snowboard bindings,538609.5,525328.65
snatch block,681043.2,689766.79
farkle,498480.2,497733.07
olaf,253539.6,281997.98
kids safe,556054.3,562313.40
watch link removal tool kit,585841.7,569785.50
soda can lids,393197.4,380903.15
tufting gun,744491.5,782499.95
potty training chart,370941.5,365830.87
o rings,402349.8,442069.34
coq10 200mg softgels,2672738.8,2595495.65
vinyl cutter,2294806.8,2345018.14
cauldron,597183.6,685052.64
farm animals,1290155.4,1312521.10
toddler toothbrush,1081643.8,1038245.73
jam,3628760,3425089.56
pedicure bowl,6440842,6688296.51
airpods pro,173087120,170758449.30
vacuum cleaner,93682640,93448910.80
alastin regenerating skin nectar,149248.6,141461.06
stained glass soldering iron,52037,70315.88
womens snow clothing,47218.1,28683.76
buzz tv,87615.4,85872.22
bicep tendonitis brace,78593.3,95607.83
ethernet cable 6ft,192190.7,197075.48
distilled water for cpap machine,259154.6,274571.52
index cards with ring,96764.2,107637.35
our moments card game,120366.8,143953.62
shower wine glass holder,112456.9,135572.86
hand therapy,161572.5,163705.29
trailer license plate bracket,95679.6,104672.20
minnie mouse car seat,271337,297583.43
caramel rice cakes,338926.9,342070.15
gyuto,217924.7,204517.43
french country chandelier,229126.3,120529.42
candy apple sticks,137718.8,130734.59
jojo siwa backpack for girls,212289.7,225546.38
rechargeable heater,41150,44967.99
power outage supplies,701852.3,705276.58
cow print chair,186605.2,210064.57
floral dog collar,143621,101474.68
over sink lighting fixtures,89340.6,92793.96
rider waite tarot deck,300395.1,324760.70
nfl mini helmets 32 set 2021,176537.1,219377.07
pool cleaning kit,358348.8,379881.63
baby flash cards,252575.7,267982.95
baby quilt,243951.3,206059.53
bath fun,229893.7,230965.73
magnetic microwave splatter cover,355837.4,357051.71
wire ties reusable twist,503643.6,482769.27
dometic fridge,586949.8,624015.25
organic collagen powder,870965.9,874142.86
tooth fairy pillow,422123,419184.37
kids multivitamin and probiotic,809076.2,806813.42
life alert,377715.2,403704.47
climbing carabiner,533884.1,539687.56
peel and stick wood planks for walls,460278.5,454724.80
jasmine costume for women,302781.9,324420.37
loungefly harry potter,532184.1,531928.69
bookbags for teen girls,427608.2,363068.02
robot kit,1444540.2,1472291.18
dog probiotic powder,3811409,3710791.31
spot lights outdoor,2256603.8,2239392.27
mega man,2369082.8,2381046.61
flower crown,617704.6,594439.60
elevated dog bed,6627448,6467885.28
light switch cover,2022134.2,2034152.03
iphone 13 pro max screen protector,10313327,9557529.08
cerave,7369583.5,7238095.43
golf balls,24126318,24046876.38
waders for men stocking foot,102636.8,110030.63
snowmobile bibs,89119.8,112683.22
rubber bands size 33,61107,77765.77
canon g7x mark ii battery,138934.7,149006.13
phone cord detangler,86460.9,101349.37
black pillow covers 24x24,91109.1,105268.53
pink light bulbs,75922.4,89561.16
scorpion killer,186816.7,200952.81
empire mini gs,335819.5,352615.76
ball jars 8oz,140972.5,157703.26
baracuda g3 pool cleaner,1017420.4,1031668.87
directors chair canvas replacement,107516.9,110468.80
kings court yugioh,226392.2,255565.44
loop lasso,14485.4,7125.52
football tablecloth,126981.3,132301.81
organic black pepper,211424.5,214106.75
canning labels,210364.1,195479.43
fuel pressure gauge,179748,192421.30
cat pain relief,212017,205449.15
long storage bin,98227.1,123098.62
philips sunrise alarm clock,518453.1,538183.49
stink bomb,109129.7,124283.90
shark puppet,200741.5,222248.29
popsocket for silicone phone case,116295.4,143876.13
40 lb dumbbells,739990.5,744329.83
ear flush kit for adults,299660.1,316815.86
gym shark leggings for woman,67251.3,16966.91
embroidery needles,97620.2,98715.80
pet carpet cleaner spray,672506,646188.90
dior lip oil,32715.7,65799.30
seal plush,392065.2,408089.70
barbie furniture sets for barbie house,396040.8,423847.62
headphones for macbook pro,697042.7,700811.86
mercury thermometer,183857.4,212191.83
red bull racing formula 1,304521.6,302987.25
nvgtn leggings,110389.1,74629.72
telescoping pole,397846.6,428957.44
fig newtons,753597.3,736612.25
front door,392749.6,394616.67
playstation headset,1349365.2,1356606.08
grill gazebo,1357079.6,1369677.65
white mouse,899997.8,926861.89
fuse block,650989.5,681936.93
wwjd bracelets,590429.6,603276.25
bald cap,337990.4,352346.85
vanilla body spray,307786.7,306362.77
barbell set,1395918.4,1447322.66
walker accessories,1424357.8,1369894.97
smoke odor eliminator,2132457.5,2084612.03
wetsuit,2722393,2695409.94
dishwashing gloves,1729814,1664512.55
buffer,3993432.8,4085803.87
bug zapper,19477898,19386240.49
snuggie,9747844,9889382.77
keto,17450344,17459386.91
kn95 10 pack,57331.1,67499.02
cognifen,89886.7,115595.09
berkey fluoride filters,245795.7,267713.93
inflatable light sabers for kids,83760.2,95828.73
seriphos,110496.3,136922.22
dct,85179.1,101528.82
campden tablets,77392.8,99652.21
microcassette recorder,75537.8,82443.81
heat exchanger,130844.9,140574.68
white record player,348986.3,358537.77
full spectrum light bulb,95876.2,110695.32
4 gauge wire connectors,89811.4,98389.81
corded beard trimmer,148875.3,164194.98
goddess dressing,106304.2,117053.90
seduction bread sliced,40309.2,987.78
doenjang,89835.4,114368.74
plant sterols,223675.4,235411.42
salt and vinegar seasoning,107563.4,131093.86
banner pole,158388.8,183256.78
beta carotene,289867.6,298053.83
sea kelp,118304.7,134958.57
jvc double din car stereo,325206.1,343372.17
dog beer,134776.9,145544.06
special needs toys for children,267345,296070.34
swim belt,308288.7,330640.03
ukulele wall mount,328145.4,340296.85
boat float,469468.4,490799.22
led tv stand,324058.5,309530.06
9012 led headlight bulb,526106,537335.70
spray paint set,147285.1,183887.57
outlet shelf,230919.5,253961.36
bulk headphones,1009027.8,1008439.49
contact cement spray,506052.9,513616.71
unitard bodysuit for women,155346.2,97574.36
thermal paper,1621963.9,1589403.21
spaghettios with meatballs,1389681.8,1242549.11
lamp oil,767105.4,766364.86
qd sling mount,596793.7,604554.72
the brow trio kit,49269.7,41104.59
rose gold plates,1611625.4,1568152.49
fractionated coconut oil,890244.8,875079.68
extension cord 100 ft,3305170,3279935.26
butcher block,1583277.4,1611315.87
20x20x1 air filter,7335839,7164233.68
whitening toothpaste,4973588,4747338.06
engine hoist cylinder,98764.5,123722.58
1962 birthday gifts for men,31797.7,45972.31
root touch up light brown,65008.8,83195.15
breakfast shakes for meal replacement,85045,104733.19
medical scale,283157.3,295573.58
white pegboard,64117,81402.55
gl4 gear oil,327026.2,343716.11
tartar control toothpaste,72360.3,65590.37
rv slide out lubricant,172306.9,190338.44
nintendo dsi charger,55752.4,62666.64
geese deterrent devices,202631.7,211321.47
gender reveal soccer ball,139256.9,156015.34
cylinder hone,159217.8,175479.89
boys golf shorts,329801.3,320872.15
jeep grand cherokee roof rack cross bars,262372.7,285799.30
bodycon dresses for women long sleeve,105845.2,87671.16
jeep gas cap cover,188224.6,190428.22
office shelving,127191.4,141319.00
safari plates,102962.5,81577.08
baby shower bingo,77837.4,30991.30
rv cookware,365371.9,369353.03
football plates,229607,232626.89
a5 notebook,94732.1,82894.16
tn227,2763015.5,2724627.25
skate shoes for boys,274017.7,170356.85
v cutter cigar,410527.9,418267.79
split peas,373182.3,368377.81
flat weight bench,763417,783956.38
waterproof sun shade,576283.7,576808.31
blue candles,257532.3,236754.74
kind bark,647554.7,633409.66
earbuds with earhooks,769219.7,780946.19
reptile fogger,654953.6,675777.75
white makeup,513597.6,508831.50
tool roll,397049.5,399199.89
chrome spray paint,271469.1,284311.68
candle dye,365270.1,368878.10
horse shedding tool,530305.7,548725.36
western bedding,394350.7,369027.73
iphone 12 case with stand,616880.1,579688.46
growth factor serum,1120127.1,1097868.09
key light,1464906,1522604.70
2 person desk,1481586.8,1489323.71
dog raincoat,1442379.8,1356465.77
mens underwear with pouch,2385125.2,2292323.81
hc collection hotel luxury bed sheets 1800,42481.9,67984.70
candy filled eggs,35421.8,13538.24
ichibansho dragon ball,43050.3,40737.73
great dane bed,91200.2,102509.45
8x8 backdrop stand,139310.3,155337.21
185/65/15,180448.7,195368.91
chinese calligraphy set,42880.5,54727.00
running leggings,60408.2,61869.56
pyramid patio heater,323474.9,314021.44
8 gauge amp kit,107214.8,124901.12
drill chuck key,61637.8,78405.40
rolling speaker,143584.3,153379.67
drafting pens,136236.3,151859.72
scumbug for hot tub,170622.4,185729.91
5.30-12 trailer tire,294580.7,317538.69
pink highlighter,121324.6,134926.17
eukanuba puppy food,192283.6,215317.32
permanent paint markers for plastic and glass,53069.1,53493.03
gnome garden flag,124353.6,81296.58
laptop sun shade,97602.4,118097.25
z fold 3 car mount,176532.8,201029.58
578 led bulb,132573.7,147333.21
butterfly bedding sets,93422.3,59508.40
grounding rod,178790.7,193029.77
lactose free chocolate milk,405001,414643.60
silver ribbon,121108.4,109634.43
wall hangers for clothes,122330.5,111837.18
foam stickers,127292.1,130013.77
clear garment bags for hanging clothes,241377.4,232340.06
mifi device,97411.4,125520.36
gecko substrate,271745.6,293472.98
clear clutch purses for women,137800.5,148262.83
chinchilla,497884.4,443484.59
camera wrist strap,154012.8,155332.48
nano socks,263602,279208.03
noise cancelling earbuds for sleep,448088.8,452067.32
clear bar stools,358248.1,369067.59
pagoda,224064.6,220149.01
honeycomb mouse,231889.7,268561.49
copper wire,121427.5,143694.99
kids washer and dryer playset,234165.5,262164.63
unique gifts for kids,240336.7,186235.37
pocket hose,664227.1,672778.85
shrink wrap bags,270762.2,255627.80
diamond tweezers,445219,428957.55
nintendo switch case cute,133674.8,140026.90
pycnogenol,1246495.2,1230240.44
tube amp,415108.4,433857.49
mesh shower caddy,302384.8,303654.63
youth baseball sunglasses,582366,557548.51
rose water for hair,149262.4,137648.11
knock box,865433.5,861270.54
lifting chalk,570786,560802.06
witch hazel pads,538359.1,547766.32
lugols iodine,1323030.1,1312722.37
flameless taper candles,813580.4,814141.89
sink drain,710868.2,698624.44
tie front dress,636659.1,598635.80
a5 binder,349471.6,365535.71
spurtle,855609.5,852889.21
bamboo steamer,1006649.2,1019509.23
styrofoam balls,494784,534335.08
top hat,936305,975908.24
gummies,1072247.1,1122431.85
aerogarden strawberry pods,2258570.8,2173847.58
mini christmas tree,2572222.2,2620392.02
mens sandals,6030500.5,6103005.10
piggy bank,3034157,3335372.39
ipad mini,33335966,33298011.56
rings,6007732.5,7075167.73
ps5,26342250,32261816.00
low voltage transformer 300 watt,135384,156037.04
legal manila folders,90035.2,110714.94
nikon d750 battery,80111.1,94890.59
industrial rug,62716.1,67891.64
kids 10 inch tablet,164294.7,187563.35
xtend and climb telescoping ladder,162423.9,188463.96
48 port poe switch,659586,677661.57
judo gi,67743.3,76161.53
nettle leaf capsules,91740.6,108600.59
brushed nickel chandelier,211982.2,170526.71
computer glasses with magnification,68785.7,60556.15
vermicompost,156375.1,168093.80
hers hair regrowth treatment for women,8447.2,-88206.43
active wear detergent,129349.5,154719.00
duracell flashlight,52058.1,56409.98
gopro floating hand grip,85621.3,105202.09
5 gallon glass water jug,98711.8,125981.17
toilet flange,68824,83039.18
rv toilet seal,113144.2,124986.25
kia stinger,177568.4,154155.28
black dining bench,125955.6,150599.66
seam sealer,183960.2,199190.21
waterproof double sided tape for shower,130558.6,153562.33
red candy,238910.6,256832.91
hotel pan,185432.9,202539.42
atv snow plow,231544.4,254894.67
pit boss griddle,595015,619841.30
hanging baskets for plants indoor,113977.2,95683.21
intra workout supplement,400979,381768.70
junk journal,74633.1,57985.99
motorcycle communication systems,703468.1,713506.34
garlic dressing,764821.8,765798.77
hibiscus plants live,122244.7,138184.56
oysters with pearls inside,189696.5,195562.03
blue laser,186000.4,219975.90
roller blades adult male,349705.3,330631.49
inflatable play center,584532.8,589970.29
cat flower fountain,375774.2,392453.22
magnetic window cleaner,214406.9,242558.19
garrett ace 400 metal detector,1560551.2,1565621.64
mucuna pruriens,369672.5,381670.97
mini shredder,289112.2,313363.60
buffalo plaid blanket,312639.5,301930.05
box braid hair,150177.1,129797.57
butterfly mask,170104.3,126758.02
kids safety glasses,384842.3,381146.95
satin panties,181774.5,166789.47
smell goods for house,134410.1,132811.52
popper toy,425601.2,418080.95
weight sled,551884.8,586422.07
samsung gear s3,372007.2,410901.75
wifi antenna,784087.1,804741.43
yard sign,592778.6,603491.38
ice cream cart,1468118.5,1490087.84
recessed light bulbs,1097402.1,1083041.46
black olives,1110523.5,903569.09
denver broncos,958059.9,940095.66
cat accessories,490429,542441.45
breastfeeding essentials,918456.9,956577.52
taser,35539372,35159868.16
mini horse blanket,48139.2,63785.53
trailer straps,122264.6,113708.29
organic duvet cover,94211.1,81249.72
gold tungsten rings for men,132060.2,129724.74
boston advance cleaner,310700.3,321942.68
4 point harness seat belt,198949.4,211942.48
blackberry plant,56803.6,80077.50
10 ft slide,204612,221750.90
magnetic car signs,77840.6,64801.05
platform swing,275948.4,276086.48
tippet holder,324052.1,294353.40
mens dress sandals,145095.1,42422.19
pepper relish,121438.9,140417.66
baby essential oils,68450,51739.66
serger thread,158134,138400.45
aiper smart pool cleaner,1264200.8,1274941.39
plug splitter,161843.9,170167.95
n100 masks,230894.4,254548.28
5 candle,73414.4,74299.77
arrow wall decor,83613.3,78094.93
warm onesies for babies,154972,160501.01
pool tubes floats for adults,162544.8,161710.60
magsafe sticker,69460.2,93495.22
golden snitch,120221.8,146149.33
pms relief,155822.6,181676.17
concrete patch,212723.9,230541.79
kids travel toothpaste,191480.5,189642.51
champagne bronze cabinet pulls,558738.6,533072.61
cocomelon dvd,127193.8,153589.57
mounting putty,272262.9,265655.46
iphone x battery case,356910.9,370110.83
moist dog food pouches,775360.3,764138.75
peony support,442733.7,459243.88
golf cart speakers bluetooth,891848.6,896424.53
bedroom lighting,147561,112193.04
contour brush,116423.1,105373.02
moving labels,458524.2,441831.72
melting dome,387965.6,403845.34
marine vinyl,564866.2,582820.68
laminate floor cleaner,907266.3,906678.24
k cup filters,647445.5,622400.78
air queen mask,663173.1,628891.68
rgb,228462.2,212231.36
sympathy gift baskets,1632622.9,1599928.69
gymnastics equipment,1285431.6,1313292.74
electric snow shovel,1186904.8,1225795.66
office chair cover,735219.9,661514.68
hutch,704166.4,740771.71
tool cases,1564393.5,1588830.40
full size headboard,2029522.6,2033499.96
heel inserts for women,957542.7,934524.83
hiking bag for women,1297645.8,1117884.51
chelsea,1189611.8,1171860.01
keyboard tray,2924630.5,2950438.87
flag pole,10382945,10351966.99
coach handbags,6711000,6834571.45
vase,3290466.5,3882311.85
cake,12950543,12600832.91
probiotics for women,19595660,19269460.50
coffee mug,7962364.5,8615627.79
shower head,32949564,32629444.72
pokemon gold metal cards,28459.8,8306.61
12/2 low voltage landscape wire,329621.5,342409.15
rubber cutting board,90134.9,112433.64
havanna alfajores,67352.1,91752.27
4x8 grow tent,303372.1,322803.47
barley grass powder,135107.2,151446.17
pivot mirror,333355.3,342628.98
red currant jelly,104298.2,120945.13
pink boxing gloves,104691.5,130047.32
coffee milk,104047.9,130742.67
epoxy primer,111799.6,122158.27
cat key,148449.7,160963.62
fitbit inspire charger,112285.6,128225.96
teal napkins,98346.5,95709.13
baton holster,65316.4,73446.98
pcb holder,169897,171570.77
ferrous gluconate,204230.9,215297.64
blue dresser,174160,181585.88
minecraft gift bag,194383.9,193697.64
wonder bread white bread,136007.2,132846.95
half sleeve shirts for women,67082.8,-44999.08
triceratops stuffed animal,136958.1,143085.59
all baby detergent,135573.1,166573.45
fireproof file cabinet,984056.7,993899.87
beautyrest pillow,215126.7,245110.27
algaecide for pond,584853.4,588776.75
pitching mound,570466.8,535721.57
airport playset,312895.1,320375.69
hair inhibitor,60590.7,50534.80
inflatable pillow,404086.5,406898.43
black table,515082.1,490219.58
secretary desk,447893.6,462952.96
3 tier table,117800.9,168421.63
natural teething relief for babies,413026,421564.40
cocktail mixers,451217.2,487838.56
lice prevention spray for kids,836679.6,827938.85
growth chart for kids,582622.2,588413.29
